id,human_readable_id,title,type,description,text_unit_ids,frequency,degree,x,y
6ad799dd-6ec8-406f-954c-fc2cfeb821ef,261,SYSTEM ENGINEER 14,PERSON,"Engineer who took over the ticket for in-depth analysis (10.04.25); reviewed Azure AD Connect, inspected group membership via Microsoft Graph, reproduced the issue in test, identified root cause and guided the remediation actions (consolidation, cleanup, full sync).",['364743b0b5fcdbab142a983a4e27cc3aedf26a4469d542daccb8ee00c1e74661ca61cc8ca0437c1e6a46961a9b9197dc0c12bc4856cf3596de5358ef65340fa3'],1,4,0.0,0.0
3f383436-38dd-4490-87de-7df7bd4bbdaf,262,SHAREPOINT,APPLICATION/SERVICE,"SHAREPOINT: A Microsoft SharePoint site/library environment contained folders (notably /Projects/ERP_Upgrade/Finance and /Projects/Compliance_Review_2025) where unique permissions had been applied, a folder was renamed, and later a Sensitivity Label with encryption was applied. Although SharePoint ACLs reported access as allowed, some users were blocked because the encryption key/label permissions (separate from the ACL) prevented decryption depending on the user’s token state. Access behavior varied — users with stale or cached tokens (or tokens evaluated differently by Conditional Access) could be denied even when ACLs showed permission, because SharePoint’s enforcement combined ACLs, label-based encryption key permissions, and Conditional Access/token claims. In addition, the affected /Projects/Compliance_Review_2025 folder used group-based permissions and SharePoint evaluates group membership by Azure AD object ID; that made access sensitive to which group object was referenced (a cloud-created group versus an on-premises-synchronized group), so mismatched group object IDs or membership state contributed to inconsistent access.","['364743b0b5fcdbab142a983a4e27cc3aedf26a4469d542daccb8ee00c1e74661ca61cc8ca0437c1e6a46961a9b9197dc0c12bc4856cf3596de5358ef65340fa3'
 'd79bbb0c36d3f7863c39184f68d859c68d036269068ef6cd20c7ed7d2df7cec83b3c9e82073b9b31fcf4b23ab7a1dd5170f6ca39a78ae4375ca5e9d6a205c48c'
 '02b990a5003ca1dc221144434e6a020d06892274c93005757de209db128e432ed87a1b012d2abdb6fc0bc9c87c5bbac7ff22ef248a536bc52bdec9b3b4777abb']",3,14,0.0,0.0
177b5a00-cb3d-47d3-9110-c3e292cf9727,263,/PROJECTS/COMPLIANCE_REVIEW_2025,APPLICATION/SERVICE,"Specific SharePoint folder where external project members reported losing access. Folder permissions were inspected and found correct, but effective access was determined by which group object SharePoint referenced.",['364743b0b5fcdbab142a983a4e27cc3aedf26a4469d542daccb8ee00c1e74661ca61cc8ca0437c1e6a46961a9b9197dc0c12bc4856cf3596de5358ef65340fa3'],1,1,0.0,0.0
255c39ef-9dd1-4eb1-a20e-017aea945d8a,264,SP_COMPLIANCE_MAIN,APPLICATION/SERVICE,SharePoint-associated group (or permission construct) that contains or references the COMPLIANCE_TEAM group; used in the investigation to compare group membership and permissions relation to the folder.,['364743b0b5fcdbab142a983a4e27cc3aedf26a4469d542daccb8ee00c1e74661ca61cc8ca0437c1e6a46961a9b9197dc0c12bc4856cf3596de5358ef65340fa3'],1,5,0.0,0.0
b074138e-d468-43ca-8f42-203bd92b4453,265,COMPLIANCE_TEAM (CLOUD),APPLICATION/SERVICE,Cloud-native Azure AD group object originally created in Azure (Cloud-native) that contained external guest members. This group had a distinct Object ID from the On‑Prem synchronized group of the same name and was originally referenced by some access constructs.,['364743b0b5fcdbab142a983a4e27cc3aedf26a4469d542daccb8ee00c1e74661ca61cc8ca0437c1e6a46961a9b9197dc0c12bc4856cf3596de5358ef65340fa3'],1,5,0.0,0.0
397f208c-ae9c-4f18-ab47-947f646bae4e,266,COMPLIANCE_TEAM (ON-PREM),APPLICATION/SERVICE,"On‑Prem Active Directory group object with the same display name (""COMPLIANCE_TEAM"") that was synchronized to the cloud via Azure AD Connect. The synchronized On‑Prem group contained internal users and had a different Object ID; SharePoint was referencing this synchronized object leading to external guests losing access when synchronization effects took place.",['364743b0b5fcdbab142a983a4e27cc3aedf26a4469d542daccb8ee00c1e74661ca61cc8ca0437c1e6a46961a9b9197dc0c12bc4856cf3596de5358ef65340fa3'],1,5,0.0,0.0
b390f861-9e7b-416f-b183-5eb14ab00157,267,EXTERNAL GUESTS,PERSON,"External project members provisioned as Guest accounts in Entra ID/Azure AD. Some external users were members of the Cloud-native COMPLIANCE_TEAM; these external guests were not managed On‑Prem and therefore were not present in the synchronized On‑Prem group, causing access loss when SharePoint evaluated the synchronized group object.",['364743b0b5fcdbab142a983a4e27cc3aedf26a4469d542daccb8ee00c1e74661ca61cc8ca0437c1e6a46961a9b9197dc0c12bc4856cf3596de5358ef65340fa3'],1,3,0.0,0.0
685ece08-fcca-48b4-a531-f92f91fab1e2,268,INTERNAL USERS,PERSON,Internal organization users who were members of the On‑Prem COMPLIANCE_TEAM and continued to have access because the synchronized On‑Prem group contained them; internal users did not report access problems.,['364743b0b5fcdbab142a983a4e27cc3aedf26a4469d542daccb8ee00c1e74661ca61cc8ca0437c1e6a46961a9b9197dc0c12bc4856cf3596de5358ef65340fa3'],1,1,0.0,0.0
cb4067e2-8846-420f-9f20-add77203e710,269,AZURE AD CONNECT,"IDENTITY PROVIDER / AUTHENTICATION SERVICE (ADFS, ENTRA ID)","The synchronization service/process responsible for syncing On‑Prem AD objects to Entra ID/Azure AD. Observed behavior: Azure AD Connect gradually overwrote or deactivated the Cloud-native group with the synchronized On‑Prem group (same display name, different Object IDs), which changed the effective membership evaluated by SharePoint and caused external guests to lose access. A full sync was performed as part of remediation.",['364743b0b5fcdbab142a983a4e27cc3aedf26a4469d542daccb8ee00c1e74661ca61cc8ca0437c1e6a46961a9b9197dc0c12bc4856cf3596de5358ef65340fa3'],1,6,0.0,0.0
efca2810-057f-45ae-b983-78d5381e1b96,270,ENTRA ID (AZURE AD),"IDENTITY PROVIDER / AUTHENTICATION SERVICE (ADFS, ENTRA ID)","Cloud identity directory (Azure AD / Entra ID) where groups and guest accounts live. Investigation used the Entra ID portal to observe user ""source"" attributes (some users showed source = Windows Server AD, others source = Azure AD), which helped correlate which accounts originated On‑Prem vs Cloud.",['364743b0b5fcdbab142a983a4e27cc3aedf26a4469d542daccb8ee00c1e74661ca61cc8ca0437c1e6a46961a9b9197dc0c12bc4856cf3596de5358ef65340fa3'],1,3,0.0,0.0
0f5ddedc-3572-401d-8e58-b053fa4ab19c,271,MICROSOFT GRAPH,APPLICATION/SERVICE,API/service used to review group membership and audit group contents during analysis. Engineers used Graph queries to enumerate members of the cloud group and the synchronized On‑Prem group to compare differences in member lists.,['364743b0b5fcdbab142a983a4e27cc3aedf26a4469d542daccb8ee00c1e74661ca61cc8ca0437c1e6a46961a9b9197dc0c12bc4856cf3596de5358ef65340fa3'],1,3,0.0,0.0
7b3d6305-2aa4-4cda-95f7-b637400f01e6,272,AUTHENTICATION TOKENS / TOKEN CACHE,AUTHENTICATION TOKENS (JWT / SAML),"Conceptual/token layer considered during troubleshooting (token/cache hypothesis). Includes access tokens and related cached authentication tokens (e.g., OAuth/JWT or SAML artifacts) whose validity or caching behavior was considered as a possible cause of intermittent access but was tested and rejected in favor of a synchronization/group-object root cause.",['364743b0b5fcdbab142a983a4e27cc3aedf26a4469d542daccb8ee00c1e74661ca61cc8ca0437c1e6a46961a9b9197dc0c12bc4856cf3596de5358ef65340fa3'],1,1,0.0,0.0
4639adee-6866-4839-84c8-fd265964daf0,273,ON-PREM ACTIVE DIRECTORY (WINDOWS SERVER AD),,,['364743b0b5fcdbab142a983a4e27cc3aedf26a4469d542daccb8ee00c1e74661ca61cc8ca0437c1e6a46961a9b9197dc0c12bc4856cf3596de5358ef65340fa3'],1,2,0.0,0.0
1aa74e33-9c89-4f56-879a-32ed373f33be,274,TI-1179834,SUPPORT TICKET,"Support request opened 24.09.24 11:09 (Ticket name: KF10: Domain Controller with MS Defender Identity issues). Reported via email by Contact Person 6 on behalf of Customer Company 10. Assigned owner: Employee 11. Activities include triage, portal notes indicating sensors unhealthy, agent removal/reinstallation on domain controllers, temporary hold and monitoring, and closure 03.10.24 with issue resolved and coordination with Contact Person 6.",['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,12,0.0,0.0
9b2a86ac-29e2-41c4-a759-ca811cfb9f90,275,CUSTOMER COMPANY 10,ORGANIZATION,"Customer organization affected by the incident; contact domain and email references (e.g., ContactPerson6@KF10.com). The ticket concerns the customer's new Azure Domain Controllers and MS Defender for Identity sensors deployed in their environment.",['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,4,0.0,0.0
05b13c07-8e89-4ea4-b92a-ab3a6cf1d9e1,276,CONTACT PERSON 6,PERSON,Named customer contact and reporter of the issue (email ContactPerson6@KF10.com). Role: System + Security Engineer at Customer Company 10; provided initial report about Defender warnings for new Azure Domain Controllers and coordinated resolution with the consulting team.,['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,3,0.0,0.0
1d71d20b-2fad-4ba3-8300-e89d7eb56e00,277,EMPLOYEE 11,PERSON,"EMPLOYEE 11 is a Consulting Sample Company staff member who served as the support engineer and ticket owner for TI-722423. They performed analysis and remediation actions—removing and reinstalling agents on KF10AZADS02 and KF10AZADS01—monitored sensor status, and communicated progress and status updates to Contact Person 6. As part of coordinated remediation, EMPLOYEE 11 worked with the network team to adjust firewall rules, reinstalled the NDES connector without proxy configuration, temporarily excluded a service account from MFA to permit installation, and removed the Intune Admin role after installation. They followed Microsoft SCEP/Intune guidance and attached relevant logs and blueprint references for auditing and documentation.","['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'
 'c930b6d7a49b2a0c3498ab34029937696662a7056fbf0d57b18d74f97c11931e71cefd3751e53cf78fedeaf97827b5b8140d85775cb6719fecab0c5693dffa2f']",2,9,0.0,0.0
40877063-a4fb-4324-8783-9d0f8ea9f6da,278,EMPLOYEE 12,PERSON,"EMPLOYEE 12 acted as the assigned support engineer/owner for the ticket and as Consulting Sample Company staff who opened and forwarded the issue. EMPLOYEE 12 authored the early portal entries and assignment actions, initially escalated to the responsible Systems Engineer as appropriate, then performed a remote diagnostic, identified a paused print queue with jobs stuck in the queue, reactivated the queue, restarted all print jobs, verified resolution with a test print, and closed the ticket.","['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'
 '7891dc0101bbd2a00ae434cb159cf5462d4bacb35c67689c80dd583bfbfe9f7a145a7a225ee6547b1f5468436b29aebe6c914e631ac0c6463a10946056d43ede']",2,7,0.0,0.0
17e77a67-754f-4e5a-8e45-f45a39ce9c0a,279,RETO ARZBACHER,PERSON,Named individual present in the portal notes who reported work completed so far and logged initial review actions (review of Windows Firewall and open ports on both Domain Controllers). Likely a senior/core engineer contributing to troubleshooting and status updates.,['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,1,0.0,0.0
44112d70-e870-4663-ae0e-373792322e1e,280,"RAR & RMA, CDOM",IT TEAM/DEPARTMENT,"Organizational/team grouping referenced in portal notes as contacts/next-step owners (RAR & RMA, CDOM). Implicated in escalation/handling workflow.",['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,1,0.0,0.0
a754e9ef-324e-4622-aa64-abd159eb83a3,281,SYSTEMS ENGINEER,IT TEAM/DEPARTMENT,Role/team referenced as the recipient of forwarded work (Employee 12 forwarded to the responsible Systems Engineer). Tasked with technical review and remediation of Defender/agent issues.,['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,2,0.0,0.0
b44fc9f2-c558-4a2e-9061-f000abe6a550,282,CORE SENIOR,IT TEAM/DEPARTMENT,Role/level (Core Senior) referenced as having reviewed Windows Firewall and open ports on the Domain Controllers as part of initial troubleshooting.,['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,1,0.0,0.0
af753886-ef85-412f-8ae4-0f32b49cc7a1,283,AZURE DOMAIN CONTROLLERS,"SERVER INFRASTRUCTURE (APPLICATION SERVERS, DOMAIN CONTROLLERS, VIRTUAL MACHINES)",Group description for the newly deployed domain controllers in the customer's Azure environment that were producing Microsoft Defender Identity warnings and containing Defender sensors/agents; subject of firewall and defender configuration review.,['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,2,0.0,0.0
2b5b0655-ff5c-4d81-96ad-7320ef49697d,284,KF10AZADS02,"SERVER INFRASTRUCTURE (APPLICATION SERVERS, DOMAIN CONTROLLERS, VIRTUAL MACHINES)",Hostname of one Azure domain controller where Employee 11 removed and reinstalled the Defender/agent; after this action alerts on that host disappeared and the server was monitored for recurrence.,['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,2,0.0,0.0
578fb7da-bf8a-403f-b796-f8cbc7173b72,285,KF10AZADS01,"SERVER INFRASTRUCTURE (APPLICATION SERVERS, DOMAIN CONTROLLERS, VIRTUAL MACHINES)",Hostname of another Azure domain controller whose sensor/agent was red; Employee 11 fully removed and reinstalled the agent there and restored sensor health; monitored afterwards.,['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,2,0.0,0.0
ee194e42-ccec-4e0a-b335-2f9e3aaf5f6d,286,KF10ADS03,"SERVER INFRASTRUCTURE (APPLICATION SERVERS, DOMAIN CONTROLLERS, VIRTUAL MACHINES)","Hostname of a third domain controller mentioned as candidate for sensor removal next week if no further issues occur (""If no further issues occur, the sensor on KF10ads03 can be removed starting next week"").",['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,1,0.0,0.0
145168c8-833a-4878-8e7e-8617d00ae19f,287,MICROSOFT DEFENDER FOR IDENTITY,LOGGING AND MONITORING SYSTEMS,Security monitoring product used to detect threats and anomalous behavior in Active Directory environments. In this ticket Defender for Identity sensors (agents) reported warnings/unhealthy states on the customer's new Azure Domain Controllers; remediation involved removing/reinstalling agents and reviewing Defender configuration.,['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,1,0.0,0.0
94717850-abf0-4003-a2ec-4041f967ed83,288,DEFENDER SENSORS / AGENTS,LOGGING AND MONITORING SYSTEMS,"Deployed sensor/agent components of Microsoft Defender for Identity installed on domain controllers. Sensors reported ""unhealthy"" or were red; remediation actions included uninstalling and reinstalling agents on KF10AZADS02 and KF10AZADS01 to restore green status.",['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,4,0.0,0.0
ef4ea4be-2d88-4063-ba05-2d30a7deefb3,289,WINDOWS FIREWALL / OPEN PORTS,"NETWORK INFRASTRUCTURE (FIREWALLS, VLANS, NAT, LOAD BALANCERS)",Windows host firewall configuration and specific open ports on the domain controllers reviewed by the Core Senior as part of troubleshooting. Customer asked to review firewall settings according to recommendations.,['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,3,0.0,0.0
9865ba48-859e-4a5a-b787-6bbd7864e31b,290,ALERTS / WARNINGS,LOGGING AND MONITORING SYSTEMS,Defender/monitoring alerts and warnings generated by the sensors on the domain controllers indicating unhealthy sensor state; initial report triggered the ticket and subsequent remediation monitoring.,['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,2,0.0,0.0
68072f83-7c3c-4a2b-a3fc-92c02c03220e,291,NO-REPLY,EMAIL INFRASTRUCTURE / SMTP RELAY,"Automated portal notification sender used by Microsoft CRM Portals to emit portal notes and status messages (entries show ""NO-REPLY → Mitarbeiter11@ConsultingSampleCompany.example""). Represents the outgoing notification SMTP identity for portal-generated messages.",['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,4,0.0,0.0
72e4c8c5-e81d-4d60-83c6-7b4127fa3d57,292,EMAIL (ORIGIN),EMAIL INFRASTRUCTURE / SMTP RELAY,Email as the ticket creation/origin channel (ticket Origin: Email). Customer-originating messages (ContactPerson6@KF10.com) and automated portal emails (NO-REPLY) were involved in the ticket lifecycle and notifications.,['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,1,0.0,0.0
c9a2a015-2664-4676-b15d-6945c7a0a6a1,293,KF10.COM,DNS SERVICE,Customer Company 10 internet presence / domain (references such as www.KF10.com and ContactPerson6@KF10.com). Represents the DNS/website/domain context for the customer environment and contact email addresses.,['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,1,0.0,0.0
04e72d2b-8f9d-45e6-bc37-53cb4886b924,294,"ADMIN, CRM",,,['d89da77775d31a1846335e0c6df1f5e39da5351bcebb15e7ad3ae8f49880a51dd4d11bdbda7a0cd06892c9c131813db8be4ecca81471f87681c533980f667fd7'],1,4,0.0,0.0
75d65695-bab6-40d4-9bf7-ec04ecaaa9e4,295,TI-1594408,SUPPORT TICKET,"Support incident opened 03.06.25 (Ticket name: KF40: Customer Portal – Login via external URL not possible). Company: Customer Company 40 AG. Contact: Contact Person 19. Owner: Employee 29. Origin: Phone. Priority: High (customers affected). Created 03.06.25; closed 18.06.25 with closure note: ""Analysis completed. Configuration adjusted according to architectural specifications. Function restored."" Activities document troubleshooting steps, tests, team handoffs (forwarded to BU Network & Security, taken over by System Engineer 21), WAF/Reverse Proxy configuration changes, and application access verification and monitoring.",['bc56f8192160244c605153fd49ac84c611d0f0d5f9cd18652fe0a4d01f529ec4033cb3c70d793aaf760490ca88702488ed0357eabb283fdc0aa86722ac2388e1'],1,11,0.0,0.0
28b33df4-8d32-459f-a66c-fa7edee70e9f,296,CUSTOMER COMPANY 40 AG,ORGANIZATION,Customer organization affected by the incident; external users of this company's customer portal (https://portal.kf40.ch) were unable to log in externally (502 Bad Gateway) while internal access remained functional. Customer provided information about recent certificate installation and firewall/security patch.,['bc56f8192160244c605153fd49ac84c611d0f0d5f9cd18652fe0a4d01f529ec4033cb3c70d793aaf760490ca88702488ed0357eabb283fdc0aa86722ac2388e1'],1,1,0.0,0.0
e3c14221-6625-433f-b246-196ac9e4095c,297,CONTACT PERSON 19,PERSON,Customer contact who reported the external login failure by phone and received closure communication regarding the resolution; provided additional context about recent certificate installation and firewall patch.,['bc56f8192160244c605153fd49ac84c611d0f0d5f9cd18652fe0a4d01f529ec4033cb3c70d793aaf760490ca88702488ed0357eabb283fdc0aa86722ac2388e1'],1,1,0.0,0.0
a1407aba-31ef-4117-a361-99ba4c8bd9bc,298,EMPLOYEE 29,PERSON,"Support engineer assigned as ticket owner and initial investigator; performed early troubleshooting checks (external DNS, certificate validity, HTTPS reachability, backend reachability) and escalated the ticket to BU Network & Security.",['bc56f8192160244c605153fd49ac84c611d0f0d5f9cd18652fe0a4d01f529ec4033cb3c70d793aaf760490ca88702488ed0357eabb283fdc0aa86722ac2388e1'],1,2,0.0,0.0
fdfcd59f-c220-456d-8809-9fa651cd79ab,299,BU NETWORK & SECURITY,IT TEAM/DEPARTMENT,"Assigned team for deeper network/security analysis and remediation; received the forwarded ticket and ownership for inspecting WAF/Reverse Proxy, firewall, NAT, load balancer, and templates after initial helpdesk checks.",['bc56f8192160244c605153fd49ac84c611d0f0d5f9cd18652fe0a4d01f529ec4033cb3c70d793aaf760490ca88702488ed0357eabb283fdc0aa86722ac2388e1'],1,1,0.0,0.0
0205e5b3-c3ef-49dd-a8d5-1a1e8025d83d,300,CUSTOMER PORTAL (PORTAL.KF40.CH),APPLICATION/SERVICE,The CUSTOMER PORTAL (portal.kf40.ch) is a public-facing web application registered as a subscriber of the Web Publishing architecture and designated to be published using the Portal‑App‑Template with WAF/reverse‑proxy perimeter controls. An incident affecting the FQDN https://portal.kf40.ch caused external requests to return 502 Bad Gateway while internal access continued to succeed. Troubleshooting revealed the backend requires the X-Forwarded-Proto: https header because TLS is offloaded at the perimeter and the portal has a documented special header‑forwarding requirement for TLS offloading. The WAF/reverse‑proxy was not initially forwarding that header; updating its configuration per the Portal‑App‑Template/blueprint to forward X-Forwarded-Proto restored full external functionality.,"['bc56f8192160244c605153fd49ac84c611d0f0d5f9cd18652fe0a4d01f529ec4033cb3c70d793aaf760490ca88702488ed0357eabb283fdc0aa86722ac2388e1'
 'ba2fafaf3b903701af1d927e7601bdb54737360eec3a6325a72c3ff2aa9bf4be1344e7ba6febee0244d32483a07e91a124ff428e1804ff830f5195944c8aa426']",2,5,0.0,0.0
e7bff013-8ab5-4fac-992a-0cff3e149e60,301,PORTAL.KF40.CH,DNS SERVICE,"The portal FQDN used for external access. External DNS resolution was tested and reported as correct. Tests via FQDN produced 502 while direct IP to reverse proxy worked, indicating DNS resolution was not the root cause but the name-based path exposed WAF/header handling issues.",['bc56f8192160244c605153fd49ac84c611d0f0d5f9cd18652fe0a4d01f529ec4033cb3c70d793aaf760490ca88702488ed0357eabb283fdc0aa86722ac2388e1'],1,2,0.0,0.0
d3945341-066e-45ae-a764-f79284b8b713,302,REVERSE PROXY / WAF,WEB APPLICATION FIREWALL / REVERSE PROXY,"The external reverse proxy / web application firewall protecting and publishing the portal. Attributes observed: TLS inspection (TLS termination/inspection) enabled, HTTP/2 enabled, active policy applied, inspection template changed after security patch (Default-Strict loaded instead of Portal-App-Template), header rewriting/profile differences, and missing custom header rewrite rule. Temporarily disabling TLS inspection allowed successful login; re-enabling it caused 502, indicating inspection removed/failed to forward the X-Forwarded-Proto header required by the backend. TLS termination and header rewrite behavior must follow the ""Secure Web Publishing"" blueprint.",['bc56f8192160244c605153fd49ac84c611d0f0d5f9cd18652fe0a4d01f529ec4033cb3c70d793aaf760490ca88702488ed0357eabb283fdc0aa86722ac2388e1'],1,12,0.0,0.0
e5e72499-f6bb-4c8c-b34b-f275eea03ffa,303,FIREWALL,"NETWORK INFRASTRUCTURE (FIREWALLS, VLANS, NAT, LOAD BALANCERS)","FIREWALL — Multiple network and perimeter firewalls across sites (an edge/location firewall at the Zurich site, a network firewall at the Basel site, and the perimeter firewall) were analyzed by the Network Team during a weekend incident and follow-up troubleshooting. At Zurich an emergency security‑hardening change deployed over the weekend introduced a new outbound restriction that blocked the media (RTP) ports from clients to the Session Border Controller (SBC), which produced no audio for users calling external parties. At Basel the team found standard port configuration and no blocked or closed ports; helpdesk verification showed an allowed port 443 and NAT entries that appeared correct. Investigation also examined firewall/NAT interaction and state timeout behavior in relation to the Voice VLAN NAT policy. Separately, the perimeter firewall received a security patch/upgrade over the same weekend that (despite logs not showing obvious drops) overwrote or altered templates/policies and caused configuration drift impacting reverse‑proxy/WAF behavior. In addition, firewall rules that previously governed external FTP access were reviewed and a related policy was later removed during decommissioning. In summary, the outages and functional regressions were caused by recent rule/template changes and a patch-induced configuration drift rather than evident port closures in Basel firewall logs, with NAT/state timeout interactions contributing to the voice impact.","['bc56f8192160244c605153fd49ac84c611d0f0d5f9cd18652fe0a4d01f529ec4033cb3c70d793aaf760490ca88702488ed0357eabb283fdc0aa86722ac2388e1'
 '40c65a9b901c3cb8c6680137e6032bf83d030547892824d2769e716ff03c514456bf0573c711188a87e139d34d90cd00890ec594bd011e945910f7bad41d1bb0'
 'e5716328b0306265205a4cce9606478f8d5ab01ac6c9672b28e474bd76c8c0e5730d1aa339097d38475f5c9d1cb8cf6e2170f558fe78e7f355237ca790d16626'
 '82d04b1d01088ae4d6081a114e68d594663b35aeeeba55e482e4c6fe63227be2031d1e4f2cec4f0adf9c8d706ca391a8e2e4e20121bb80e6265dfc89de9c617e']",4,12,0.0,0.0
59b31408-2d88-4cd3-b217-9f26f73c6cc9,304,NAT,"NETWORK INFRASTRUCTURE (FIREWALLS, VLANS, NAT, LOAD BALANCERS)",Network address translation configuration used for inbound external traffic to the published service. Helpdesk confirmed NAT configuration was correct during initial checks and that port 443 rules existed.,['bc56f8192160244c605153fd49ac84c611d0f0d5f9cd18652fe0a4d01f529ec4033cb3c70d793aaf760490ca88702488ed0357eabb283fdc0aa86722ac2388e1'],1,1,0.0,0.0
1071a254-730f-4d42-81b7-7989a161d879,305,LOAD BALANCER,"NETWORK INFRASTRUCTURE (FIREWALLS, VLANS, NAT, LOAD BALANCERS)","Load balancer in front of backend servers; reported backend marked as ""Healthy"" during checks. Tests showed backend reachable internally and health checks passed, indicating the backend itself was serviceable and the error was on the publishing/proxy/inspection path.",['bc56f8192160244c605153fd49ac84c611d0f0d5f9cd18652fe0a4d01f529ec4033cb3c70d793aaf760490ca88702488ed0357eabb283fdc0aa86722ac2388e1'],1,3,0.0,0.0
da575835-dcb7-40ec-937f-9fd192442b8b,306,TLS CERTIFICATE,CERTIFICATE SERVICE (AD CS / NDES),"TLS CERTIFICATE: A new TLS certificate was recently installed on the publishing stack over the weekend (the customer reported the certificate). Helpdesk validated the certificate’s CN, SAN entries and trust chain with no obvious errors. Although the certificate change was noted temporally near a 502 incident, diagnostic tests showed the certificate validity and chain were not the direct cause of the 502. Separately, TLS certificate(s) on the Exchange hybrid infrastructure were also inspected during hybrid connectivity analysis to ensure secure transport (Send Connector/TLS) between on‑premises and cloud environments; these checks were part of the standard checklist and likewise were not identified as the root cause.","['bc56f8192160244c605153fd49ac84c611d0f0d5f9cd18652fe0a4d01f529ec4033cb3c70d793aaf760490ca88702488ed0357eabb283fdc0aa86722ac2388e1'
 'dfc23f62abca29723a892df6ea945b9cc82c3b02148ac955adb80a831562abc537f919bdc0b66f01b80422eb18683481401fd86347f44e5e677a91c9547ba51c']",2,3,0.0,0.0
7f00f9a6-ee6c-4f34-99d0-7f4b09ca92f5,307,BLUEPRINT: SECURE WEB PUBLISHING – KF40 – VERSION 3.2,TECHNICAL BLUEPRINT / ARCHITECTURE DOCUMENT,"Internal architectural specification describing correct secure web publishing configuration for the portal. Key guidance: TLS termination must occur on WAF, backend expects HTTPS signaling, custom header rewrite rule required for X-Forwarded-Proto, inspection policy must not remove HTTP headers, and a specific exception/template defined for the portal application. The team compared actual config to this blueprint and applied adjustments per its recommendations.",['bc56f8192160244c605153fd49ac84c611d0f0d5f9cd18652fe0a4d01f529ec4033cb3c70d793aaf760490ca88702488ed0357eabb283fdc0aa86722ac2388e1'],1,7,0.0,0.0
